+--------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Variable_name                                          | Value                                                                                                                                                                                                                                                                                                                                            |
| character_set_results                                  | latin1                                                                                                                                                                                                                                                                                                                                           |
| character_set_server                                   | latin1                                                                                                                                                                                                                                                                                                                                           |
| character_set_system                                   | utf8                                                                                                                                                                                                                                                                                                                                             |
| character_sets_dir                                     | /usr/share/percona-server/charsets/                                                                                                                                                                                                                                                                                                              |
| collation_connection                                   | latin1_swedish_ci                                                                                                                                                                                                                                                                                                                                |
| collation_database                                     | latin1_swedish_ci                                                                                                                                                                                                                                                                                                                                |
| collation_server                                       | latin1_swedish_ci                                                                                                                                                                                                                                                                                                                                |
| completion_type                                        | NO_CHAIN                                                                                                                                                                                                                                                                                                                                         |
| concurrent_insert                                      | AUTO                                                                                                                                                                                                                                                                                                                                             |
| connect_timeout                                        | 10                                                                                                                                                                                                                                                                                                                                               |
| core_file                                              | OFF                                                                                                                                                                                                                                                                                                                                              |
| csv_mode                                               |                                                                                                                                                                                                                                                                                                                                                  |
| datadir                                                | /var/lib/mysql/                                                                                                                                                                                                                                                                                                                                  |
| date_format                                            | %Y-%m-%d                                                                                                                                                                                                                                                                                                                                         |
| datetime_format                                        | %Y-%m-%d %H:%i:%s                                                                                                                                                                                                                                                                                                                                |
| default_storage_engine                                 | InnoDB                                                                                                                                                                                                                                                                                                                                           |
| default_tmp_storage_engine                             | InnoDB                                                                                                                                                                                                                                                                                                                                           |
| default_week_format                                    | 0                                                                                                                                                                                                                                                                                                                                                |
| delay_key_write                                        | ON                                                                                                                                                                                                                                                                                                                                               |
| delayed_insert_limit                                   | 100                                                                                                                                                                                                                                                                                                                                              |
| delayed_insert_timeout                                 | 300                                                                                                                                                                                                                                                                                                                                              |
| delayed_queue_size                                     | 1000                                                                                                                                                                                                                                                                                                                                             |
| disconnect_on_expired_password                         | ON                                                                                                                                                                                                                                                                                                                                               |
| div_precision_increment                                | 4                                                                                                                                                                                                                                                                                                                                                |
| end_markers_in_json                                    | OFF                                                                                                                                                                                                                                                                                                                                              |
| enforce_gtid_consistency                               | OFF                                                                                                                                                                                                                                                                                                                                              |
| enforce_storage_engine                                 |                                                                                                                                                                                                                                                                                                                                                  |
| eq_range_index_dive_limit                              | 10                                                                                                                                                                                                                                                                                                                                               |
| event_scheduler                                        | OFF                                                                                                                                                                                                                                                                                                                                              |
| expand_fast_index_creation                             | OFF                                                                                                                                                                                                                                                                                                                                              |
| expire_logs_days                                       | 0                                                                                                                                                                                                                                                                                                                                                |
| explicit_defaults_for_timestamp                        | OFF                                                                                                                                                                                                                                                                                                                                              |
| extra_max_connections                                  | 1                                                                                                                                                                                                                                                                                                                                                |
| extra_port                                             | 0                                                                                                                                                                                                                                                                                                                                                |
| flush                                                  | OFF                                                                                                                                                                                                                                                                                                                                              |
| flush_time                                             | 0                                                                                                                                                                                                                                                                                                                                                |
| foreign_key_checks                                     | ON                                                                                                                                                                                                                                                                                                                                               |
| ft_boolean_syntax                                      | + -><()~*:""&|                                                                                                                                                                                                                                                                                                                                   |
| ft_max_word_len                                        | 84                                                                                                                                                                                                                                                                                                                                               |
| ft_min_word_len                                        | 4                                                                                                                                                                                                                                                                                                                                                |
| ft_query_expansion_limit                               | 20                                                                                                                                                                                                                                                                                                                                               |
| ft_stopword_file                                       | (built-in)                                                                                                                                                                                                                                                                                                                                       |
| general_log                                            | OFF                                                                                                                                                                                                                                                                                                                                              |
| general_log_file                                       | /var/lib/mysql/ps1.log                                                                                                                                                                                                                                                                                                                           |
| group_concat_max_len                                   | 1024                                                                                                                                                                                                                                                                                                                                             |
| gtid_deployment_step                                   | OFF                                                                                                                                                                                                                                                                                                                                              |
| gtid_executed                                          |                                                                                                                                                                                                                                                                                                                                                  |
| gtid_mode                                              | OFF                                                                                                                                                                                                                                                                                                                                              |
| gtid_owned                                             |                                                                                                                                                                                                                                                                                                                                                  |
| gtid_purged                                            |                                                                                                                                                                                                                                                                                                                                                  |
| have_backup_locks                                      | YES                                                                                                                                                                                                                                                                                                                                              |
| have_compress                                          | YES                                                                                                                                                                                                                                                                                                                                              |
| have_crypt                                             | YES                                                                                                                                                                                                                                                                                                                                              |
| have_dynamic_loading                                   | YES                                                                                                                                                                                                                                                                                                                                              |
| have_geometry                                          | YES                                                                                                                                                                                                                                                                                                                                              |
| have_openssl                                           | DISABLED                                                                                                                                                                                                                                                                                                                                         |
| have_profiling                                         | YES                                                                                                                                                                                                                                                                                                                                              |
| have_query_cache                                       | YES                                                                                                                                                                                                                                                                                                                                              |
| have_rtree_keys                                        | YES                                                                                                                                                                                                                                                                                                                                              |
| have_snapshot_cloning                                  | YES                                                                                                                                                                                                                                                                                                                                              |
| have_ssl                                               | DISABLED                                                                                                                                                                                                                                                                                                                                         |
| have_statement_timeout                                 | YES                                                                                                                                                                                                                                                                                                                                              |
| have_symlink                                           | YES                                                                                                                                                                                                                                                                                                                                              |
| host_cache_size                                        | 279                                                                                                                                                                                                                                                                                                                                              |
| hostname                                               | ps1                                                                                                                                                                                                                                                                                                                                              |
| ignore_builtin_innodb                                  | OFF                                                                                                                                                                                                                                                                                                                                              |
| ignore_db_dirs                                         |                                                                                                                                                                                                                                                                                                                                                  |
| init_connect                                           |                                                                                                                                                                                                                                                                                                                                                  |
| init_file                                              |                                                                                                                                                                                                                                                                                                                                                  |
| init_slave                                             |                                                                                                                                                                                                                                                                                                                                                  |
| innodb_adaptive_flushing                               | ON                                                                                                                                                                                                                                                                                                                                               |
| innodb_adaptive_flushing_lwm                           | 10                                                                                                                                                                                                                                                                                                                                               |
| innodb_adaptive_hash_index                             | ON                                                                                                                                                                                                                                                                                                                                               |
| innodb_adaptive_hash_index_partitions                  | 1                                                                                                                                                                                                                                                                                                                                                |
| innodb_adaptive_max_sleep_delay                        | 150000                                                                                                                                                                                                                                                                                                                                           |
| innodb_additional_mem_pool_size                        | 8388608                                                                                                                                                                                                                                                                                                                                          |
| innodb_api_bk_commit_interval                          | 5                                                                                                                                                                                                                                                                                                                                                |
| innodb_api_disable_rowlock                             | OFF                                                                                                                                                                                                                                                                                                                                              |
| innodb_api_enable_binlog                               | OFF                                                                                                                                                                                                                                                                                                                                              |
| innodb_api_enable_mdl                                  | OFF                                                                                                                                                                                                                                                                                                                                              |
| innodb_api_trx_level                                   | 0                                                                                                                                                                                                                                                                                                                                                |
| innodb_autoextend_increment                            | 64                                                                                                                                                                                                                                                                                                                                               |
| innodb_autoinc_lock_mode                               | 1                                                                                                                                                                                                                                                                                                                                                |
| innodb_buffer_pool_dump_at_shutdown                    | OFF                                                                                                                                                                                                                                                                                                                                              |
| innodb_buffer_pool_dump_now                            | OFF                                                                                                                                                                                                                                                                                                                                              |
